type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,146004,0.341,0.780,-17.701,1.535,-34.396,0.000,0.000,0.0256,0.000
DATA,146024,0.302,0.780,-3.372,1.673,-34.272,0.000,0.000,0.0248,0.000
DATA,146044,1.085,0.780,40.043,-1.067,-34.640,0.000,0.000,0.0202,0.000
DATA,146064,2.390,0.780,91.872,-5.635,-35.000,0.000,0.000,0.0094,0.000
DATA,146084,4.736,0.780,138.214,-13.848,-35.000,0.000,0.000,-0.0063,-0.000
DATA,146104,7.539,0.780,174.616,-23.657,-35.000,0.000,0.000,-0.0263,-0.000
DATA,146124,11.032,0.604,162.665,-36.496,-35.000,0.000,0.000,-0.0456,-0.176
DATA,146144,16.977,0.604,82.909,-57.303,-35.000,0.000,0.000,-0.0571,-0.176
DATA,146164,18.805,0.604,-4.165,-63.704,-35.000,0.000,0.000,-0.0555,-0.176
DATA,146184,18.499,0.604,-37.213,-62.633,-35.000,0.000,0.000,-0.0479,-0.176
DATA,146204,17.793,0.604,-55.811,-60.160,-35.000,0.000,0.000,-0.0380,-0.176
DATA,146224,16.783,0.780,-77.701,-56.011,-35.000,0.000,0.000,-0.0267,-0.000
DATA,146244,14.018,0.780,-108.067,-46.332,-35.000,0.000,0.000,-0.0125,-0.000
DATA,146264,10.773,0.780,-117.031,-34.975,-35.000,0.000,0.000,0.0026,0.000
DATA,146284,7.142,0.780,-98.250,-22.267,-34.800,0.000,0.000,0.0158,0.000
DATA,146304,4.810,0.780,-83.738,-14.107,-34.431,0.000,0.000,0.0256,0.000
DATA,146324,2.936,0.956,-35.567,-6.932,-34.188,0.000,0.000,0.0306,0.176
DATA,146344,1.642,0.780,7.665,-3.017,-34.346,0.000,0.000,0.0294,0.000
DATA,146364,1.262,0.780,43.457,-1.688,-34.954,0.000,0.000,0.0230,0.000
DATA,146384,1.922,0.780,50.774,-3.996,-35.000,0.000,0.000,0.0152,0.000
DATA,146404,3.334,0.780,50.652,-8.938,-35.000,0.000,0.000,0.0075,0.000
DATA,146424,4.683,0.780,38.823,-13.661,-35.000,0.000,0.000,0.0015,0.000
DATA,146444,5.757,0.780,18.884,-17.421,-35.000,0.000,0.000,-0.0020,-0.000
DATA,146464,6.363,0.780,-5.384,-19.540,-35.000,0.000,0.000,-0.0022,-0.000
DATA,146484,5.964,0.780,-31.482,-18.145,-35.000,0.000,0.000,0.0006,0.000
DATA,146504,4.226,0.780,-47.518,-12.061,-34.993,0.000,0.000,0.0059,0.000
DATA,146524,1.922,0.780,-51.482,-3.999,-34.700,0.000,0.000,0.0118,0.000
DATA,146544,-0.040,0.780,-53.433,2.869,-34.051,0.000,0.000,0.0175,0.000
DATA,146564,-1.346,0.780,-48.250,7.442,-33.161,0.000,0.000,0.0227,0.000
DATA,146584,-2.567,0.780,-18.982,11.716,-32.345,0.000,0.000,0.0253,0.000
DATA,146604,-3.725,0.780,3.701,15.768,-31.855,0.000,0.000,0.0226,0.000
DATA,146624,-3.063,0.780,0.165,13.449,-31.257,0.000,0.000,0.0212,0.000
DATA,146644,-2.552,0.780,-0.750,11.661,-30.785,0.000,0.000,0.0198,0.000
DATA,146664,-2.246,0.780,6.689,10.593,-30.432,0.000,0.000,0.0178,0.000
DATA,146684,-1.813,0.780,11.811,9.074,-30.222,0.000,0.000,0.0152,0.000
DATA,146704,-1.258,0.780,17.665,7.133,-30.169,0.000,0.000,0.0121,0.000
DATA,146724,-0.563,0.780,21.933,4.699,-30.275,0.000,0.000,0.0087,0.000
DATA,146744,0.135,0.780,25.409,2.256,-30.549,0.000,0.000,0.0050,0.000
DATA,146764,1.124,0.780,27.848,-1.204,-30.990,0.000,0.000,0.0012,0.000
DATA,146784,2.597,0.780,20.713,-6.358,-31.598,0.000,0.000,-0.0019,-0.000
DATA,146804,3.648,0.780,8.823,-10.037,-32.256,0.000,0.000,-0.0034,-0.000
DATA,146824,3.946,0.780,3.152,-11.083,-32.883,0.000,0.000,-0.0038,-0.000
DATA,146844,3.999,0.780,4.311,-11.265,-33.507,0.000,0.000,-0.0039,-0.000
DATA,146864,4.717,0.780,-2.884,-13.781,-34.169,0.000,0.000,-0.0038,-0.000
DATA,146884,4.679,0.780,-12.823,-13.645,-34.734,0.000,0.000,-0.0022,-0.000
DATA,146904,3.838,0.780,-5.384,-10.701,-35.000,0.000,0.000,-0.0009,-0.000
DATA,146924,3.554,0.780,-0.140,-9.707,-35.000,0.000,0.000,-0.0007,-0.000
DATA,146944,3.680,0.780,-2.762,-10.149,-35.000,0.000,0.000,-0.0004,-0.000
DATA,146964,3.265,0.780,1.201,-8.698,-35.000,0.000,0.000,-0.0003,-0.000
DATA,146984,3.212,0.780,6.445,-8.512,-35.000,0.000,0.000,-0.0009,-0.000
DATA,147004,3.584,0.780,4.250,-9.813,-35.000,0.000,0.000,-0.0015,-0.000
DATA,147024,3.964,0.780,-1.055,-11.142,-35.000,0.000,0.000,-0.0015,-0.000
DATA,147044,4.033,0.780,-5.262,-11.387,-35.000,0.000,0.000,-0.0009,-0.000
DATA,147064,3.964,0.780,-6.909,-11.144,-35.000,0.000,0.000,-0.0001,-0.000
DATA,147084,4.087,0.780,-12.152,-11.575,-35.000,0.000,0.000,0.0012,0.000
DATA,147104,3.883,0.780,-18.189,-10.860,-35.000,0.000,0.000,0.0031,0.000
DATA,147124,3.045,0.780,-19.043,-7.926,-35.000,0.000,0.000,0.0053,0.000
DATA,147144,2.283,0.780,-13.860,-5.261,-35.000,0.000,0.000,0.0069,0.000
DATA,147164,1.608,0.780,-6.970,-2.900,-35.000,0.000,0.000,0.0076,0.000
DATA,147184,1.245,0.780,0.591,-1.626,-35.000,0.000,0.000,0.0072,0.000
DATA,147204,1.478,0.780,2.360,-2.443,-35.000,0.000,0.000,0.0064,0.000
DATA,147224,1.871,0.780,-1.482,-3.820,-35.000,0.000,0.000,0.0059,0.000
DATA,147244,1.902,0.780,-5.201,-3.929,-35.000,0.000,0.000,0.0059,0.000
DATA,147264,1.606,0.780,-3.189,-2.891,-35.000,0.000,0.000,0.0060,0.000
DATA,147284,1.396,0.780,4.799,-2.158,-35.000,0.000,0.000,0.0053,0.000
DATA,147304,2.238,0.780,9.128,-5.104,-0.064,0.000,0.000,-0.0002,-0.000
DATA,147324,2.937,0.780,-100.323,-7.550,0.472,0.000,-1.069,0.0025,0.000
DATA,147344,2.524,0.780,17.543,-6.103,0.427,0.748,1.416,0.0064,0.000
DATA,147364,2.552,0.780,9.067,-6.204,-0.212,0.533,0.548,0.0053,0.000
DATA,147384,1.964,0.780,-24.409,-4.143,-0.293,0.303,0.307,0.0079,0.000
DATA,147404,1.291,0.780,-26.116,-1.788,-0.174,0.000,0.930,0.0107,0.000
DATA,147424,0.451,0.780,-26.360,1.153,0.122,0.000,0.000,0.0133,0.000
DATA,147444,-0.169,0.780,-22.396,3.321,0.472,0.000,0.749,0.0162,0.000
DATA,147464,-0.684,0.780,-24.043,5.125,0.894,0.000,0.380,0.0185,0.000
DATA,147484,-1.305,0.780,-25.872,7.297,1.442,0.179,0.246,0.0207,0.000
DATA,147504,-1.656,0.780,-10.750,8.527,1.984,1.464,1.631,0.0241,0.000
DATA,147524,-1.997,0.780,-9.591,9.720,2.440,0.637,1.222,0.0260,0.000
DATA,147544,-1.543,0.780,39.555,8.132,2.385,2.261,1.964,0.0255,0.000
DATA,147564,-1.273,0.780,24.006,7.187,2.311,1.932,1.905,0.0254,0.000
DATA,147584,-1.000,0.780,25.165,6.232,2.192,2.070,2.014,0.0251,0.000
DATA,147604,-0.596,0.780,16.811,4.817,1.999,1.705,1.714,0.0247,0.000
DATA,147624,-0.224,0.780,32.299,3.516,1.742,1.918,1.755,0.0238,0.000
DATA,147644,0.142,0.780,21.201,2.234,1.479,1.656,1.512,0.0233,0.000
DATA,147664,0.512,0.780,7.787,0.939,1.224,1.279,1.160,0.0229,0.000
DATA,147684,0.517,0.780,6.018,0.920,1.108,1.245,0.773,0.0232,0.000
DATA,147704,0.747,0.780,13.091,0.116,0.871,0.999,1.066,0.0223,0.000
DATA,147724,0.900,0.780,-9.043,-0.421,0.754,0.537,0.738,0.0227,0.000
DATA,147744,0.389,0.780,-20.079,1.367,0.950,0.317,0.359,0.0244,0.000
DATA,147764,0.300,0.780,16.872,1.679,0.980,1.679,0.253,0.0248,0.000
DATA,147784,0.645,0.780,36.445,0.474,0.561,0.541,1.590,0.0216,0.000
DATA,147804,0.921,0.780,-1.909,-0.492,0.313,0.528,0.965,0.0206,0.000
DATA,147824,0.732,0.780,-15.262,0.167,0.383,0.704,0.479,0.0222,0.000
DATA,147844,0.337,0.780,-15.140,1.549,0.555,0.365,0.285,0.0235,0.000
DATA,147864,-0.016,0.780,-8.921,2.785,0.750,0.785,0.216,0.0242,0.000
DATA,147884,0.236,0.780,24.250,1.904,0.604,0.595,1.035,0.0228,0.000
DATA,147904,0.377,0.780,0.165,1.412,0.471,0.426,0.681,0.0217,0.000
DATA,147924,0.504,0.780,0.409,0.967,0.353,0.872,0.345,0.0210,0.000
DATA,147944,0.343,0.780,-9.530,1.529,0.421,0.388,0.231,0.0213,0.000
DATA,147964,0.179,0.780,-4.713,2.104,0.505,0.250,0.185,0.0210,0.000
DATA,147984,0.144,0.780,9.128,2.226,0.482,0.236,0.567,0.0197,0.000
DATA,148004,0.651,0.780,19.189,0.453,0.154,0.614,1.003,0.0170,0.000
DATA,148024,0.666,0.780,-2.579,0.399,0.055,0.000,0.531,0.0168,0.000
DATA,148044,0.674,0.780,3.091,0.371,-0.035,0.000,0.302,0.0157,0.000
DATA,148064,0.764,0.780,4.982,0.057,-0.166,0.000,0.211,0.0143,0.000
DATA,148084,0.884,0.780,6.079,-0.365,-0.334,0.000,0.162,0.0127,0.000
DATA,148104,1.029,0.780,7.848,-0.870,-0.543,0.000,0.132,0.0110,0.000
DATA,148124,1.234,0.780,8.945,-1.590,-0.799,0.000,0.111,0.0092,0.000
DATA,148144,1.453,0.780,8.884,-2.357,-1.097,-0.111,-0.978,0.0071,0.000
DATA,148164,1.666,0.780,3.030,-3.102,-1.382,-1.130,-0.572,0.0038,0.000
DATA,148184,1.917,0.780,-2.457,-3.980,-1.627,-0.470,-1.543,0.0018,0.000
DATA,148204,1.666,0.780,-26.360,-3.101,-1.632,-0.984,-1.072,0.0013,0.000
DATA,148224,0.995,0.780,-31.421,-0.753,-1.269,-1.170,-1.255,0.0028,0.000
DATA,148244,0.718,0.780,-12.884,0.216,-1.103,-0.522,-0.708,0.0025,0.000
DATA,148264,0.852,0.780,0.591,-0.251,-1.141,-1.455,-0.698,0.0006,0.000
DATA,148284,0.597,0.780,-16.909,0.642,-0.977,-0.800,-0.352,0.0007,0.000
DATA,148304,0.300,0.780,-38.250,1.680,-0.590,-0.373,-1.214,0.0030,0.000
DATA,148324,-0.288,0.780,-26.970,3.738,-0.115,-0.342,-0.734,0.0047,0.000
DATA,148344,-0.711,0.780,-37.823,5.220,0.463,-0.717,-0.358,0.0072,0.000
DATA,148364,-1.178,0.780,-20.018,6.854,0.975,-0.355,-0.237,0.0087,0.000
DATA,148384,-1.518,0.780,-8.982,8.044,1.430,0.951,0.000,0.0102,0.000
DATA,148404,-1.308,0.780,-0.689,7.309,1.671,1.128,0.741,0.0121,0.000
DATA,148424,-2.000,0.780,-17.762,9.732,2.179,0.839,0.495,0.0150,0.000
DATA,148444,-1.847,0.780,41.201,9.193,2.254,2.227,2.275,0.0157,0.000
DATA,148464,-1.463,0.780,6.201,7.852,2.226,1.754,1.883,0.0162,0.000
DATA,148484,-1.487,0.780,20.470,7.934,2.272,1.741,1.470,0.0172,0.000
DATA,148504,-1.193,0.780,37.482,6.906,2.130,2.322,1.816,0.0171,0.000
DATA,148524,-0.715,0.780,36.811,5.233,1.833,2.096,1.729,0.0160,0.000
DATA,148544,-0.339,0.780,23.274,3.917,1.564,1.286,1.599,0.0152,0.000
DATA,148564,0.062,0.780,37.726,2.513,1.185,1.652,1.303,0.0137,0.000
DATA,148584,0.495,0.780,23.152,0.999,0.824,0.965,1.093,0.0122,0.000
DATA,148604,0.724,0.780,8.823,0.194,0.561,0.422,0.860,0.0112,0.000
DATA,148624,0.729,0.780,5.226,0.179,0.400,0.269,0.417,0.0106,0.000
DATA,148644,1.096,0.780,37.543,-1.106,0.037,1.298,0.349,0.0091,0.000
DATA,148664,1.637,0.780,24.128,-3.000,-0.547,0.455,0.349,0.0060,0.000
DATA,148684,1.974,0.780,13.030,-4.181,-1.026,0.276,0.000,0.0039,0.000
DATA,148704,2.281,0.780,9.250,-5.255,-1.507,-1.137,-0.392,0.0014,0.000
DATA,148724,2.058,0.780,1.140,-4.473,-1.816,-1.144,-1.156,-0.0012,-0.000
DATA,148744,2.017,0.780,-4.591,-4.328,-2.082,-1.359,-1.145,-0.0039,-0.000
DATA,148764,1.861,0.780,-15.018,-3.783,-2.225,-1.877,-1.413,-0.0060,-0.000
DATA,148784,1.589,0.780,-8.982,-2.833,-2.277,-1.677,-1.849,-0.0082,-0.000
DATA,148804,1.377,0.780,-16.482,-2.089,-2.249,-1.717,-1.861,-0.0099,-0.000
DATA,148824,1.336,0.780,-14.287,-1.946,-2.282,-2.130,-1.677,-0.0127,-0.000
DATA,148844,1.165,0.780,-25.140,-1.349,-2.138,-1.740,-1.978,-0.0136,-0.000
DATA,148864,1.156,0.780,-9.652,-1.314,-2.077,-1.822,-2.077,-0.0156,-0.000
DATA,148884,1.029,0.780,-20.445,-0.871,-1.916,-1.755,-1.802,-0.0160,-0.000
DATA,148904,0.879,0.780,-34.774,-0.346,-1.683,-1.908,-1.654,-0.0163,-0.000
DATA,148924,0.492,0.780,-21.482,1.007,-1.361,-1.472,-1.622,-0.0154,-0.000
DATA,148944,0.233,0.780,-18.311,1.914,-1.151,-1.318,-1.101,-0.0155,-0.000
DATA,148964,0.123,0.780,-21.970,2.300,-0.914,-0.841,-1.257,-0.0146,-0.000
DATA,148984,-0.366,0.780,-23.189,4.012,-0.501,-1.356,-0.841,-0.0128,-0.000
DATA,149004,-0.735,0.780,-9.652,5.303,-0.159,-0.895,-0.528,-0.0119,-0.000
DATA,149024,-0.678,0.780,-5.506,5.104,0.039,0.000,0.000,-0.0107,-0.000
DATA,149044,-0.710,0.780,-6.848,5.217,0.264,0.000,0.000,-0.0092,-0.000
DATA,149064,-0.808,0.780,-10.872,5.559,0.541,0.000,0.000,-0.0073,-0.000
DATA,149084,-1.014,0.780,-15.079,6.278,0.904,0.000,0.000,-0.0051,-0.000
DATA,149104,-1.351,0.780,-17.152,7.457,1.352,0.153,0.000,-0.0026,-0.000
DATA,149124,-1.339,0.780,11.323,7.417,1.624,1.577,1.266,-0.0003,-0.000
DATA,149144,-1.086,0.780,-9.530,6.529,1.795,0.755,1.103,0.0021,0.000
DATA,149164,-1.096,0.780,7.909,6.564,2.002,1.580,1.292,0.0047,0.000
DATA,149184,-0.961,0.780,3.884,6.092,2.109,1.702,1.318,0.0072,0.000
DATA,149204,-0.959,0.780,1.079,6.088,2.243,1.894,1.728,0.0101,0.000
DATA,149224,-0.893,0.780,16.262,5.855,2.273,1.832,2.112,0.0125,0.000
DATA,149244,-0.761,0.780,12.543,5.394,2.237,2.044,2.116,0.0147,0.000
DATA,149264,-0.878,0.780,9.494,5.802,2.284,2.164,1.701,0.0172,0.000
DATA,149284,-0.811,0.780,18.152,5.568,2.227,2.250,1.841,0.0187,0.000
DATA,149304,-0.708,0.780,29.860,5.209,2.122,1.932,2.091,0.0199,0.000
DATA,149324,-0.421,0.780,23.152,4.205,1.939,1.716,1.981,0.0206,0.000
DATA,149344,-0.293,0.780,15.470,3.756,1.739,2.007,1.710,0.0209,0.000
DATA,149364,0.015,0.780,22.177,2.677,1.473,1.251,1.736,0.0202,0.000
DATA,149384,0.306,0.780,22.604,1.661,1.268,1.226,1.436,0.0205,0.000
DATA,149404,0.772,0.780,15.835,0.027,0.904,1.060,1.534,0.0192,0.000
DATA,149424,0.916,0.780,5.530,-0.474,0.749,0.930,0.533,0.0197,0.000
DATA,149444,0.957,0.780,-8.494,-0.619,0.647,0.710,1.165,0.0204,0.000
DATA,149464,0.843,0.780,-3.311,-0.222,0.570,0.354,0.803,0.0208,0.000
DATA,149484,0.703,0.780,-8.067,0.270,0.569,0.251,0.373,0.0209,0.000
DATA,149504,0.928,0.780,11.872,-0.519,0.338,1.110,0.303,0.0195,0.000
DATA,149524,0.748,0.780,-4.530,0.114,0.256,0.789,0.732,0.0200,0.000
DATA,149544,0.798,0.780,0.530,-0.063,0.162,0.372,0.437,0.0197,0.000
DATA,149564,0.705,0.780,-7.579,0.263,0.128,0.243,0.269,0.0194,0.000
DATA,149584,0.540,0.780,-5.079,0.841,0.159,0.180,0.194,0.0192,0.000
DATA,149604,0.472,0.780,-3.433,1.080,0.175,0.143,0.152,0.0186,0.000
DATA,149624,0.421,0.780,-1.970,1.257,0.179,0.119,0.130,0.0179,0.000
DATA,149644,0.424,0.780,-0.811,1.247,0.167,0.102,0.130,0.0169,0.000
DATA,149664,0.445,0.780,0.774,1.173,0.134,0.089,0.130,0.0159,0.000
DATA,149684,0.522,0.780,1.689,0.903,0.075,0.079,0.130,0.0148,0.000
DATA,149704,0.590,0.780,2.177,0.665,-0.003,0.071,0.130,0.0137,0.000
DATA,149724,0.680,0.780,2.848,0.351,-0.099,0.064,0.130,0.0125,0.000
DATA,149744,0.805,0.780,3.335,-0.086,-0.222,0.059,0.112,0.0114,0.000
DATA,149764,0.931,0.780,3.762,-0.528,-0.371,0.054,0.097,0.0103,0.000
DATA,149784,1.050,0.780,3.640,-0.947,-0.538,0.050,0.085,0.0092,0.000
DATA,149804,1.202,0.780,2.787,-1.477,-0.721,0.000,0.076,0.0082,0.000
DATA,149824,1.408,0.780,1.872,-2.199,-0.919,-0.720,0.000,0.0071,0.000
DATA,149844,1.376,0.780,-4.104,-2.084,-1.038,-0.619,-0.982,0.0054,0.000
DATA,149864,1.502,0.780,1.140,-2.528,-1.251,-0.329,-0.424,0.0036,0.000
DATA,149884,1.701,0.780,-15.567,-3.222,-1.384,-0.254,-0.313,0.0033,0.000
DATA,149904,0.788,0.780,-55.933,-0.029,-0.882,-1.610,-1.347,0.0055,0.000
DATA,149924,-0.020,0.780,-31.299,2.799,-0.332,-0.943,-0.460,0.0081,0.000
DATA,149944,-0.216,0.780,-10.018,3.484,-0.052,0.000,-0.278,0.0091,0.000
DATA,149964,-0.317,0.780,-14.835,3.839,0.205,0.000,-0.199,0.0097,0.000
DATA,149984,-0.600,0.780,-19.043,4.830,0.552,0.000,-0.155,0.0110,0.000
DATA,150004,-1.037,0.780,-20.201,6.360,1.001,0.000,0.000,0.0126,0.000
DATA,150024,-1.380,0.780,10.774,7.560,1.317,0.156,0.988,0.0130,0.000
DATA,150044,-1.166,0.780,-7.579,6.813,1.445,0.892,0.979,0.0139,0.000
DATA,150064,-1.694,0.780,-5.140,8.659,1.880,0.857,0.408,0.0160,0.000
DATA,150084,-1.472,0.780,40.591,7.883,1.891,1.619,2.078,0.0153,0.000
DATA,150104,-0.928,0.780,30.470,5.978,1.677,1.515,1.258,0.0139,0.000
DATA,150124,-0.621,0.780,7.909,4.904,1.592,1.321,1.644,0.0143,0.000
DATA,150144,-0.278,0.780,24.555,3.702,1.434,1.571,1.256,0.0139,0.000
DATA,150164,0.246,0.780,11.323,1.870,1.195,0.775,1.204,0.0136,0.000
DATA,150184,0.277,0.780,16.384,1.760,1.097,0.908,0.835,0.0138,0.000
DATA,150204,0.854,0.780,18.640,-0.261,0.741,0.982,1.098,0.0127,0.000
DATA,150224,0.930,0.780,-13.921,-0.524,0.651,0.410,0.702,0.0138,0.000
DATA,150244,0.535,0.780,-16.848,0.857,0.821,0.308,0.349,0.0159,0.000
DATA,150264,0.080,0.780,-5.872,2.449,0.994,0.538,0.233,0.0171,0.000
DATA,150284,0.265,0.780,24.128,1.801,0.737,1.703,1.362,0.0155,0.000
DATA,150304,1.107,0.780,25.165,-1.144,0.196,0.559,1.078,0.0129,0.000
DATA,150324,1.407,0.780,-16.787,-2.195,0.032,0.311,0.424,0.0134,0.000
DATA,150344,0.971,0.780,-17.031,-0.669,0.127,0.215,0.264,0.0152,0.000
DATA,150364,0.583,0.780,-16.604,0.688,0.271,0.165,0.192,0.0166,0.000
DATA,150384,0.152,0.780,-16.238,2.199,0.480,0.133,0.169,0.0177,0.000
DATA,150404,-0.244,0.780,-14.713,3.584,0.740,0.783,0.601,0.0191,0.000
DATA,150424,-0.163,0.780,24.738,3.300,0.754,1.092,0.930,0.0196,0.000
DATA,150444,-0.042,0.780,-2.945,2.879,0.671,0.435,0.579,0.0185,0.000
DATA,150464,-0.362,0.780,-5.323,3.996,0.899,0.435,0.660,0.0198,0.000
DATA,150484,-0.579,0.780,11.811,4.758,1.028,1.309,0.472,0.0199,0.000
DATA,150504,-0.292,0.780,24.128,3.754,0.880,1.057,0.290,0.0179,0.000
DATA,150524,0.284,0.780,22.482,1.734,0.533,0.471,1.324,0.0154,0.000
DATA,150544,0.342,0.780,-3.250,1.534,0.464,0.471,0.625,0.0156,0.000
DATA,150564,0.136,0.780,-8.128,2.253,0.557,0.345,0.330,0.0162,0.000
DATA,150584,0.077,0.780,0.957,2.462,0.562,0.231,0.224,0.0155,0.000
DATA,150604,0.034,0.780,14.799,2.612,0.451,1.441,0.184,0.0139,0.000
DATA,150624,0.718,0.780,43.518,0.218,-0.095,0.773,0.549,0.0097,0.000
DATA,150644,1.537,0.780,12.238,-2.650,-0.631,0.000,0.549,0.0067,0.000
DATA,150664,1.584,0.780,11.079,-2.813,-0.953,0.000,0.343,0.0056,0.000
DATA,150684,1.749,0.780,7.238,-3.392,-1.317,-0.300,0.000,0.0040,0.000
DATA,150704,1.814,0.780,1.811,-3.619,-1.604,-0.947,-0.603,0.0021,0.000
DATA,150724,1.713,0.780,-18.372,-3.266,-1.686,-1.504,-1.320,0.0002,0.000
