type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,33474,3.070183,0.780001,-3.132563,-8.015639,-3.070035,-2.484293,-2.135188,-0.010364,0.000000,451
DATA,33544,2.222007,0.780001,-26.608191,-5.047020,-3.576048,-3.320053,-3.173248,-0.021875,0.000000,452
DATA,33614,1.297091,0.780001,-19.108187,-1.809815,-3.303116,-3.044164,-3.225173,-0.033433,0.000000,453
DATA,33684,0.384102,0.780001,-13.986230,1.385644,-2.833844,-2.774940,-2.991454,-0.042085,0.000000,454
DATA,33754,0.311809,0.780001,-0.449635,1.638672,-2.658688,-2.692194,-2.609851,-0.051761,0.000000,455
DATA,33824,0.514689,0.780001,3.086953,0.928591,-2.791504,-2.870569,-2.797126,-0.060647,0.000000,456
DATA,33894,0.400047,0.780001,-4.474028,1.329838,-2.814047,-2.991454,-2.983164,-0.065991,0.000000,457
DATA,33964,0.316326,0.780001,2.294270,1.622861,-2.762097,-2.776041,-2.966092,-0.071595,0.000000,458
DATA,34034,0.349246,0.780001,1.684514,1.507640,-2.862441,-2.776041,-2.912994,-0.075814,0.000000,459
DATA,34104,0.412127,0.780001,-1.791099,1.287557,-2.911329,-2.912388,-2.832225,-0.079250,0.000000,460
DATA,34174,0.420608,0.780001,-1.730123,1.257873,-2.870061,-2.745541,-2.772191,-0.082183,0.000000,461
DATA,34244,0.119709,0.780001,-1.730123,2.311022,-2.812412,-2.902722,-2.650885,-0.083682,0.000000,462
DATA,34314,0.450804,0.780001,-4.047198,1.152189,-2.795658,-2.699985,-2.612775,-0.084947,0.000000,463
DATA,34384,-0.100372,0.780001,-0.693537,3.081305,-2.492120,-2.707298,-2.563947,-0.083210,0.000000,464
DATA,34454,0.049293,0.780001,3.025978,2.557476,-2.390087,-2.666544,-2.184518,-0.082792,0.000000,465
DATA,34524,0.089265,0.780001,2.050368,2.417575,-2.321090,-2.248397,-2.288100,-0.081830,0.000000,466
DATA,34594,0.273875,0.780001,-5.815492,1.771439,-2.322971,-2.260017,-2.517364,-0.079883,0.000000,467
DATA,34664,-0.130133,0.780001,5.465004,3.185468,-2.086734,-2.110712,-2.432051,-0.077524,0.000000,468
DATA,34734,-0.131254,0.780001,1.684514,3.189392,-2.143178,-2.044714,-2.313062,-0.076746,0.000000,469
DATA,34804,0.160613,0.780001,10.038179,2.167858,-2.312753,-2.301270,-2.533313,-0.077891,0.000000,470
DATA,34874,0.492039,0.780001,3.452808,1.007864,-2.660758,-2.748237,-2.640880,-0.080076,0.000000,471
DATA,34944,0.834485,0.780001,1.379635,-0.190696,-3.018271,-2.975552,-3.044827,-0.082871,0.000000,472
DATA,35014,0.152083,0.780001,-12.949643,2.197712,-2.923237,-3.111166,-2.811174,-0.083260,0.000000,473
DATA,35084,0.451456,0.780001,-6.669152,1.149907,-2.968460,-3.059472,-3.025735,-0.085882,0.000000,474
DATA,35154,0.339686,0.780001,-0.510610,1.541099,-2.752553,-2.608878,-2.752020,-0.085529,0.000000,475
DATA,35224,0.280819,0.780001,-13.254522,1.747135,-2.519767,-2.497149,-2.489154,-0.082734,0.000000,476
DATA,35294,0.223673,0.780001,-0.510610,1.947148,-2.173515,-2.186224,-2.244790,-0.078908,0.000000,477
DATA,35364,-0.659606,0.780001,1.928416,5.038621,-1.588333,-1.645194,-1.706380,-0.073168,0.000000,478
DATA,35434,-0.779566,0.780001,21.867456,5.458482,-1.389125,-1.367672,-1.212443,-0.071051,0.000000,479
DATA,35504,0.313574,0.780001,7.782079,1.632491,-1.964787,-1.796870,-2.158905,-0.072336,0.000000,480
DATA,35574,0.635201,0.780001,4.306467,0.506799,-2.051913,-1.856217,-1.954472,-0.070251,0.000000,481
DATA,35644,0.802845,0.780001,-28.681364,-0.079955,-1.858802,-2.117740,-1.846421,-0.063863,0.000000,482
DATA,35714,-0.924969,0.780001,-9.535007,5.967393,-0.812658,-1.046830,-1.005318,-0.053551,0.000000,483
DATA,35784,-1.097465,0.780001,28.269899,6.571129,-0.285888,-0.499074,-0.303611,-0.048062,0.000000,484
DATA,35854,0.777703,0.780001,21.684530,0.008043,-1.300473,-1.053926,-2.348384,-0.051524,0.000000,485
DATA,35924,0.861322,0.780001,-21.669161,-0.284626,-1.510724,-1.955838,-1.587704,-0.048197,0.000000,486
DATA,35994,-0.120734,0.780001,4.245491,3.152570,-0.906093,-1.009743,-1.402066,-0.041528,0.000000,487
DATA,36064,-0.542614,0.780001,19.184528,4.629150,-0.456885,-0.258297,-0.235158,-0.037177,0.000000,488
DATA,36134,-0.436561,0.780001,9.977203,4.257966,-0.455827,-0.531809,-0.383776,-0.035810,0.000000,489
DATA,36204,-0.221368,0.780001,4.001588,3.504789,-0.943491,-1.217613,-1.165974,-0.038518,0.000000,490
DATA,36274,1.275456,0.780001,6.501591,-1.734093,-1.805784,-1.152720,-0.968646,-0.042399,0.000000,491
DATA,36344,0.282446,0.780001,-6.913054,1.741442,-1.838377,-2.226575,-2.039648,-0.044021,0.000000,492
DATA,36414,1.076591,0.780001,-13.376473,-1.038066,-1.837443,-1.754956,-1.483046,-0.045889,0.000000,493
DATA,36484,0.782769,0.780001,-8.376470,-0.009690,-1.606921,-1.641913,-1.942266,-0.042500,0.000000,494
DATA,36554,-0.384242,0.780001,4.611345,4.074849,-1.001095,-0.600190,-1.104152,-0.038760,0.000000,495
DATA,36624,-0.532414,0.780001,27.782097,4.593449,-0.541725,-0.347014,-0.325511,-0.037111,0.000000,496
DATA,36694,0.602722,0.780001,0.769879,0.620477,-1.101990,-0.597652,-0.933371,-0.038263,0.000000,497
DATA,36764,0.760751,0.780001,-22.644773,0.067375,-0.905333,-1.156531,-0.630447,-0.033735,0.000000,498
DATA,36834,-0.199234,0.780001,-15.693548,3.427322,0.145378,-0.197865,-0.234461,-0.022595,0.000000,499
DATA,36904,-1.403773,0.780001,-20.998432,7.643208,1.988198,1.145080,1.506353,-0.005329,0.000000,500
DATA,36974,-2.006310,0.780001,19.123550,9.752088,2.952028,2.319580,2.554120,0.008443,0.000000,501
DATA,37044,-0.429494,0.780001,19.062576,4.233232,2.553975,2.253829,2.490483,0.015877,0.000000,502
DATA,37114,-0.380669,0.780001,15.891843,4.062343,2.374543,2.118381,2.463303,0.026710,0.000000,503
DATA,37184,0.032246,0.780001,4.367443,2.617143,2.101885,2.196174,2.294855,0.033202,0.000000,504
DATA,37394,1.546279,0.780001,12.782084,-2.681975,-0.123677,0.811624,0.279914,0.024352,0.000000,507
DATA,37464,1.804762,0.780001,9.855251,-3.586663,-1.106220,0.000000,0.000000,0.015986,0.000000,508
DATA,37534,1.946571,0.780001,1.501587,-4.082998,-1.974011,-0.998432,-0.830062,0.006057,0.000000,509
DATA,37604,0.762938,0.780001,-0.449635,0.059720,-1.983203,-1.331876,-1.391194,-0.004182,0.000000,510
DATA,37674,1.485673,0.780001,-12.278911,-2.469854,-2.513782,-2.486942,-2.174673,-0.018731,0.000000,511
DATA,37744,1.016694,0.780001,-4.352077,-0.828427,-2.609754,-2.355103,-2.381961,-0.029705,0.000000,512
DATA,37814,1.072716,0.780001,-15.754523,-1.024504,-2.592746,-2.731607,-2.735879,-0.037158,0.000000,513
DATA,37884,0.223119,0.780001,-4.535004,1.949087,-2.148204,-2.175011,-2.235467,-0.042651,0.000000,514
DATA,37954,0.509366,0.780001,-17.705748,0.947222,-1.903208,-1.946318,-2.105631,-0.044915,0.000000,515
DATA,38024,-0.708163,0.780001,2.111343,5.208573,-1.092231,-0.959809,-0.958955,-0.042164,0.000000,516
DATA,38094,0.011037,0.780001,-1.730123,2.691373,-1.098821,-1.272300,-0.978398,-0.043728,0.000000,517
DATA,38164,0.096895,0.780001,0.221098,2.390868,-1.153575,-1.001075,-1.212549,-0.043436,0.000000,518
DATA,38234,-0.491401,0.780001,-8.803299,4.449906,-0.971455,-1.296103,-0.963577,-0.040839,0.000000,519
DATA,38304,-0.813562,0.780001,-8.071590,5.577469,-0.427415,-0.836263,-0.435138,-0.036636,0.000000,520
DATA,38374,0.647164,0.780001,-23.986238,0.464927,-1.150369,-0.946758,-1.776117,-0.040043,0.000000,521
DATA,38444,0.666370,0.780001,-1.791099,0.397706,-1.196063,-1.292273,-0.760421,-0.037890,0.000000,522
DATA,38514,0.657413,0.780001,-30.571609,0.429057,-0.891752,-0.899359,-1.199145,-0.031766,0.000000,523
DATA,38584,-0.513164,0.780001,-3.681344,4.526075,0.227772,0.000000,-0.232050,-0.022546,0.000000,524
DATA,38654,-1.462164,0.780001,-6.791103,7.847578,1.627201,1.536454,1.145830,-0.009338,0.000000,525
DATA,38724,-1.526314,0.780001,15.282085,8.072101,2.517457,2.155247,1.930743,0.003981,0.000000,526
DATA,38794,-0.570936,0.780001,27.294291,4.728277,2.272849,2.026357,2.371868,0.011047,0.000000,527
DATA,38864,0.229470,0.780001,4.062564,1.926857,1.647670,1.814342,1.444917,0.016832,0.000000,528
DATA,38934,-0.184802,0.780001,7.416225,3.376808,1.415842,1.212233,1.091152,0.021360,0.000000,529
DATA,39004,0.543221,0.780001,16.379648,0.828729,0.596741,0.836413,0.952233,0.018629,0.000000,530
DATA,39074,0.836562,0.780001,22.355263,-0.197965,0.081927,0.663538,0.283469,0.014697,0.000000,531
DATA,39144,2.092341,0.780001,13.940621,-4.593190,-1.551445,-0.330742,0.000000,0.004840,0.000000,532
DATA,39214,1.624585,0.780001,-27.888680,-2.956045,-2.277455,-1.955292,-2.107216,-0.004848,0.000000,533
DATA,39284,1.437902,0.780001,-20.388676,-2.302656,-2.403983,-2.204825,-2.082444,-0.014679,0.000000,534
DATA,39354,0.341395,0.780001,-13.498425,1.535120,-2.070628,-2.191703,-2.281386,-0.022254,0.000000,535
DATA,39424,1.016170,0.780001,-2.217929,-0.826593,-2.158071,-2.240478,-1.726804,-0.031539,0.000000,536
DATA,39494,0.214540,0.780001,-17.217939,1.979111,-1.813828,-1.667146,-1.998004,-0.034253,0.000000,537
DATA,39564,-0.187127,0.780001,21.440626,3.384947,-1.510504,-1.675730,-1.330989,-0.039120,0.000000,538
DATA,39634,0.618832,0.780001,10.769887,0.564090,-1.639466,-2.002293,-1.287399,-0.043674,0.000000,539
DATA,39704,0.414540,0.780001,-14.900866,1.279110,-1.584037,-1.982437,-1.767145,-0.044553,0.000000,540
DATA,39774,0.443812,0.780001,10.525984,1.176659,-1.381281,-1.941996,-1.074232,-0.043483,0.000000,541
DATA,39914,-0.388051,0.780001,-18.681356,4.088182,-0.714477,-1.198324,-0.641751,-0.036649,0.000000,543
DATA,39984,0.565695,0.780001,8.818666,0.750070,-0.828263,-1.361419,-0.342722,-0.036878,0.000000,544
DATA,40054,0.337561,0.780001,12.416230,1.548538,-0.838930,-1.074975,-0.373612,-0.034556,0.000000,545
DATA,40124,-0.784011,0.780001,4.977199,5.474042,-0.284611,-0.654232,-0.462352,-0.029112,0.000000,546
DATA,40194,0.395309,0.780001,-2.522807,1.346420,-0.592344,-0.676530,-0.581147,-0.029010,0.000000,547
DATA,40264,0.094173,0.780001,-2.827685,2.400397,-0.231560,-0.154090,-0.218561,-0.023033,0.000000,548
DATA,40334,-0.419752,0.780001,-12.217937,4.199132,0.350376,-0.087023,-0.169692,-0.015227,0.000000,549
DATA,40404,-1.396500,0.780001,-8.071590,7.617751,1.631654,0.613827,0.871522,-0.004135,0.000000,550
DATA,40474,-1.044328,0.780001,10.404033,6.385149,1.842769,1.487776,1.752100,0.001048,0.000000,551
DATA,40544,0.093898,0.780001,10.891837,2.401360,0.925384,1.291557,1.314363,0.000872,0.000000,552
DATA,40614,0.267225,0.780001,26.684534,1.794714,0.602182,0.284016,0.558153,0.002756,0.000000,553
DATA,40684,2.184844,0.780001,11.806474,-4.916952,-1.346994,-0.430970,0.000000,-0.005063,0.000000,554
DATA,40754,1.652262,0.780001,-8.925250,-3.052915,-2.057298,-1.408558,-1.179636,-0.010371,0.000000,555
DATA,40824,1.216045,0.780001,-18.864285,-1.526154,-2.063665,-1.908103,-2.003152,-0.016576,0.000000,556
DATA,40894,0.810860,0.780001,-15.632572,-0.108007,-1.750356,-1.651407,-1.494928,-0.019862,0.000000,557
DATA,40964,-0.137677,0.780001,0.221098,3.211872,-1.057526,-1.085987,-0.962582,-0.020211,0.000000,558
DATA,41034,0.039448,0.780001,22.355263,2.591933,-1.088127,-1.543913,-0.450722,-0.024563,0.000000,559
DATA,41104,-0.467075,0.780001,1.684514,4.364765,-0.580338,-0.753704,-0.704918,-0.023316,0.000000,560
DATA,41174,0.642776,0.780001,-32.278927,0.480285,-0.930042,-0.699491,-1.561659,-0.025899,0.000000,561
DATA,41244,1.028455,0.780001,-8.498421,-0.869592,-1.111362,-0.876270,-1.793875,-0.026279,0.000000,562
DATA,41314,-0.079424,0.780001,-5.022809,3.007987,-0.159484,-0.261899,-0.320706,-0.018888,0.000000,563
DATA,41384,-1.023931,0.780001,-21.852089,6.313760,0.912140,-0.113388,0.000000,-0.009544,0.000000,564
DATA,41454,-2.076005,0.780001,8.879642,9.996020,2.313937,1.934479,1.547840,0.002403,0.000000,565
DATA,41524,-1.158303,0.780001,24.794289,6.784064,2.268480,1.984686,1.774765,0.008097,0.000000,566
DATA,41594,0.257360,0.780001,19.428431,1.829243,1.470837,1.417547,1.638836,0.011086,0.000000,567
DATA,41664,1.067502,0.780001,-9.474031,-1.006257,0.673679,0.721341,0.815835,0.013972,0.000000,568
DATA,41734,0.237323,0.780001,33.879662,1.899373,1.028815,1.063699,1.359435,0.020142,0.000000,569
DATA,41804,-0.383230,0.780001,-14.047206,4.071307,1.204506,0.358582,0.963046,0.024872,0.000000,570
DATA,41874,0.442513,0.780001,0.221098,1.181206,0.728851,0.789463,0.544472,0.021708,0.000000,571
DATA,41944,-0.028689,0.780001,16.806479,2.830414,0.518604,0.702405,0.400149,0.019323,0.000000,572
DATA,42014,1.004181,0.780001,19.794285,-0.784631,-0.342829,0.208692,0.605592,0.011466,0.000000,573
DATA,42084,2.248958,0.780001,3.086953,-5.141351,-1.975150,-1.779278,-1.168701,-0.001095,0.000000,574
DATA,42154,1.899238,0.780001,-22.278919,-3.917331,-2.484365,-1.976557,-2.181793,-0.009669,0.000000,575
DATA,42224,1.080181,0.780001,-22.522821,-1.050632,-2.067983,-2.078423,-2.059156,-0.014535,0.000000,576
DATA,42294,-0.253220,0.780001,-14.352083,3.616272,-1.383437,-1.015016,-1.358907,-0.018494,0.000000,577
DATA,42364,0.459697,0.780001,-2.156953,1.121062,-1.357185,-1.362479,-1.399402,-0.025515,0.000000,578
DATA,42434,0.739499,0.780001,-3.498417,0.141756,-1.495561,-1.305900,-1.175080,-0.029706,0.000000,579
DATA,42504,0.321627,0.780001,-4.900857,1.604308,-1.017379,-1.099208,-1.156531,-0.027879,0.000000,580
DATA,42574,0.205536,0.780001,2.904027,2.010628,-0.684651,-0.324755,-0.534368,-0.024870,0.000000,581
DATA,42644,-1.220982,0.780001,-17.339891,7.003440,0.730127,0.000000,-0.466126,-0.014322,0.000000,582
DATA,42714,-1.272211,0.780001,7.538177,7.182741,1.726176,0.925653,1.214759,-0.006082,0.000000,583
DATA,42784,-0.969820,0.780001,16.745502,6.124373,2.111538,1.920409,1.688468,0.004142,0.000000,584
DATA,42854,-0.852945,0.780001,13.330865,5.715309,2.124879,2.024305,1.901879,0.012331,0.000000,585
DATA,42924,0.244074,0.780001,8.269885,1.875742,1.571533,1.635580,1.752100,0.016358,0.000000,586
DATA,42994,1.203296,0.780001,9.977203,-1.481535,0.667569,1.141065,1.287517,0.016246,0.000000,587
DATA,43064,-0.117450,0.780001,-8.864276,3.141077,1.269456,1.826658,0.249124,0.025433,0.000000,588
DATA,43134,0.269338,0.780001,-23.132578,1.787319,0.965491,0.459544,1.042075,0.026475,0.000000,589
DATA,43204,-0.699603,0.780001,12.721107,5.178611,1.180623,0.606038,1.506353,0.027108,0.000000,590
DATA,43274,0.532157,0.780001,-2.644758,0.867453,0.326065,0.279004,0.376477,0.020652,0.000000,591
DATA,43344,0.831457,0.780001,17.538185,-0.180097,-0.153057,0.484423,0.130740,0.014906,0.000000,592
DATA,43414,2.159122,0.780001,14.794280,-4.826925,-1.655780,-1.442980,-1.312391,0.003225,0.000000,593
DATA,43484,1.803145,0.780001,-9.778910,-3.581005,-2.312085,-1.874116,-1.832398,-0.006578,0.000000,594
DATA,43554,1.250730,0.780001,-17.644770,-1.647554,-2.116458,-2.009769,-1.809182,-0.012333,0.000000,595
DATA,43624,0.314462,0.780001,-9.839886,1.629385,-1.494650,-1.781317,-1.594034,-0.016373,0.000000,596
DATA,43694,-0.023095,0.780001,14.184525,2.810834,-1.223396,-0.865538,-0.806479,-0.021764,0.000000,597
DATA,43764,0.211654,0.780001,-4.413052,1.989211,-1.263112,-1.507652,-1.266886,-0.027119,0.000000,598
DATA,43834,0.703607,0.780001,-9.961837,0.267377,-1.215705,-0.956922,-1.181130,-0.027529,0.000000,599
DATA,43904,-0.268751,0.780001,-23.010628,3.670630,-0.532534,-0.786933,-0.699631,-0.022154,0.000000,600
DATA,43974,-0.202579,0.780001,-10.083788,3.439028,-0.317599,-0.208272,-0.425337,-0.021478,0.000000,601
DATA,44114,-1.815766,0.780001,16.623549,9.085185,2.278795,1.142649,2.119022,0.000071,0.000000,603
DATA,44184,-0.758730,0.780001,14.123548,5.385556,2.264540,1.783133,1.500700,0.008716,0.000000,604
DATA,44254,-0.532373,0.780001,13.818669,4.593307,1.922499,1.764471,1.769379,0.014669,0.000000,605
DATA,44324,0.165803,0.780001,9.428423,2.149690,1.386293,1.668935,1.156626,0.017496,0.000000,606
DATA,44394,0.744808,0.780001,-22.156969,0.123172,0.784141,0.466219,0.502424,0.018701,0.000000,607
DATA,44464,0.549413,0.780001,-3.315490,0.807058,0.822031,0.456620,1.397446,0.022378,0.000000,608
DATA,44534,-0.021075,0.780001,24.123554,2.803764,1.103833,1.275779,1.747724,0.026271,0.000000,609
DATA,44604,0.358302,0.780001,35.404049,1.475946,0.568609,1.439418,0.943757,0.022378,0.000000,610
DATA,44674,0.696716,0.780001,1.928416,0.291498,-0.016965,0.237090,0.164962,0.018819,0.000000,611
DATA,44744,1.124496,0.780001,14.550378,-1.205733,-0.753159,0.000000,0.090401,0.011589,0.000000,612
DATA,44814,1.804122,0.780001,-5.083785,-3.584424,-1.787548,-1.927286,-0.489199,0.001127,0.000000,613
DATA,44884,1.421158,0.780001,-18.864285,-2.244050,-1.919841,-2.186908,-1.496367,-0.005872,0.000000,614
DATA,44954,0.464011,0.780001,-32.644783,1.105962,-1.405474,-2.143364,-1.514505,-0.009169,0.000000,615
DATA,45024,0.217326,0.780001,14.367452,1.969360,-1.007716,-0.600705,-0.288097,-0.013846,0.000000,616
DATA,45094,-0.570384,0.780001,24.794289,4.726345,-0.257563,-0.348700,-0.348075,-0.013320,0.000000,617
DATA,45164,0.729081,0.780001,-8.315495,0.178220,-1.144823,-1.096796,-1.958576,-0.022011,0.000000,618
DATA,45234,0.527774,0.780001,1.135733,0.882793,-1.156998,-0.878359,-1.009451,-0.023625,0.000000,619
