type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,184224,0.220,0.428,-21.442,0.729,-2.335,-2.486,-2.220,-0.0296,-0.352
DATA,184244,0.043,0.428,-24.978,1.349,-1.999,-2.055,-2.069,-0.0297,-0.352
DATA,184264,-0.300,0.428,-21.015,2.549,-1.658,-1.766,-1.717,-0.0295,-0.352
DATA,184284,-0.559,0.428,-18.271,3.455,-1.356,-1.732,-1.666,-0.0293,-0.352
DATA,184304,-1.020,0.428,-16.259,5.071,-0.942,-0.845,-0.915,-0.0279,-0.352
DATA,184324,-1.362,0.428,-15.344,6.267,-0.535,-0.929,-1.117,-0.0261,-0.352
DATA,184344,-1.716,0.428,0.510,7.507,-0.158,-0.793,-0.988,-0.0258,-0.352
DATA,184364,-1.335,0.428,25.449,6.171,-0.228,-0.372,-0.428,-0.0282,-0.352
DATA,184384,-0.891,0.428,25.632,4.618,-0.389,-0.243,-0.265,-0.0300,-0.352
DATA,184404,-0.448,0.428,21.668,3.068,-0.595,-0.198,-0.192,-0.0311,-0.352
DATA,184424,-0.164,0.428,-3.576,2.075,-0.708,-0.792,-0.181,-0.0311,-0.352
DATA,184444,-0.620,0.428,-11.076,3.668,-0.440,-0.864,-1.432,-0.0297,-0.352
DATA,184464,-0.391,0.428,29.107,2.868,-0.584,-0.387,-0.479,-0.0313,-0.352
DATA,184484,0.278,0.428,23.436,0.525,-0.906,-0.293,-0.345,-0.0329,-0.352
DATA,184504,0.942,0.428,-2.722,-1.799,-1.163,-1.164,-0.752,-0.0336,-0.352
DATA,184524,0.691,0.428,-9.246,-0.917,-1.141,-1.217,-1.356,-0.0332,-0.352
DATA,184544,0.770,0.428,-0.100,-1.197,-1.207,-0.786,-0.656,-0.0326,-0.352
DATA,184564,0.878,0.428,-23.942,-1.573,-1.163,-1.351,-0.707,-0.0306,-0.352
DATA,184584,0.412,0.428,-10.405,0.059,-0.973,-0.916,-1.281,-0.0295,-0.352
DATA,184604,0.436,0.428,-8.088,-0.026,-0.954,-0.630,-0.652,-0.0289,-0.352
DATA,184624,0.362,0.428,-31.076,0.231,-0.785,-1.315,-1.086,-0.0265,-0.352
DATA,184644,-0.387,0.428,-23.637,2.853,-0.324,-1.258,-1.091,-0.0236,-0.352
DATA,184664,-0.486,0.428,1.546,3.199,-0.150,-0.450,-0.426,-0.0226,-0.352
DATA,184684,-0.523,0.604,-6.381,3.945,0.032,-0.274,-0.265,-0.0210,-0.176
DATA,184704,-0.662,0.604,-9.429,4.432,0.265,-0.197,-0.192,-0.0189,-0.176
DATA,184724,-0.904,0.604,-13.271,5.280,0.578,-0.154,-0.151,-0.0164,-0.176
DATA,184744,-1.264,0.604,-10.283,6.538,0.947,0.000,0.000,-0.0137,-0.176
DATA,184764,-1.454,0.604,-0.893,7.203,1.257,0.656,0.730,-0.0112,-0.176
DATA,184784,-1.548,0.604,-3.393,7.531,1.539,0.790,0.783,-0.0083,-0.176
DATA,184804,-1.657,0.780,7.705,8.530,1.766,1.468,0.572,-0.0059,-0.000
DATA,184824,-1.488,0.780,17.949,7.937,1.830,1.151,1.792,-0.0046,-0.000
DATA,184844,-1.302,0.780,24.961,7.287,1.791,1.656,1.520,-0.0031,-0.000
DATA,184864,-0.897,0.780,24.229,5.870,1.567,1.151,1.633,-0.0033,-0.000
DATA,184884,-0.730,0.780,31.790,5.284,1.434,1.581,1.327,-0.0022,-0.000
DATA,184904,-0.464,0.780,25.266,4.354,1.126,0.745,1.262,-0.0033,-0.000
DATA,184924,-0.428,0.780,38.315,4.228,0.932,1.282,0.651,-0.0034,-0.000
DATA,184944,0.283,0.780,42.217,1.740,0.338,0.577,1.118,-0.0067,-0.000
DATA,184964,0.535,0.780,14.839,0.857,0.030,0.315,0.485,-0.0074,-0.000
DATA,184984,0.779,0.604,24.046,-0.613,-0.331,0.218,0.287,-0.0088,-0.176
DATA,185004,1.313,0.604,32.217,-2.480,-0.873,0.166,0.203,-0.0113,-0.176
DATA,185024,2.108,0.604,24.778,-5.262,-1.521,0.000,0.000,-0.0139,-0.176
DATA,185044,2.564,0.604,8.802,-6.858,-2.035,-1.433,-1.380,-0.0169,-0.176
DATA,185064,2.932,0.604,4.900,-8.148,-2.533,-1.501,-1.482,-0.0200,-0.176
DATA,185084,3.198,0.604,-16.746,-9.078,-2.900,-2.252,-2.259,-0.0222,-0.176
DATA,185104,2.924,0.428,-27.051,-8.735,-2.957,-2.543,-2.257,-0.0227,-0.352
DATA,185124,2.391,0.428,-34.673,-6.869,-2.847,-2.651,-2.450,-0.0226,-0.352
DATA,185144,1.741,0.604,-32.661,-3.980,-2.619,-2.654,-2.301,-0.0221,-0.176
DATA,185164,1.101,0.604,-39.246,-1.737,-2.255,-2.125,-2.294,-0.0211,-0.176
DATA,185184,0.511,0.604,-28.088,0.326,-1.899,-1.853,-1.816,-0.0207,-0.176
DATA,185204,0.022,0.604,-35.283,2.038,-1.496,-1.832,-1.875,-0.0198,-0.176
DATA,185224,-0.313,0.604,-27.112,3.210,-1.019,-1.193,-1.165,-0.0179,-0.176
DATA,185244,-0.419,0.604,-20.039,3.582,-0.646,-0.897,-1.154,-0.0168,-0.176
DATA,185264,-0.191,0.604,2.766,2.785,-0.510,-0.726,-0.449,-0.0169,-0.176
DATA,185284,0.118,0.604,-4.734,1.701,-0.471,-0.356,-0.284,-0.0164,-0.176
DATA,185304,0.131,0.604,-12.539,1.655,-0.340,-0.236,-0.284,-0.0147,-0.176
DATA,185324,-0.242,0.604,-38.027,2.963,0.077,-0.946,-0.284,-0.0108,-0.176
DATA,185344,-1.049,0.780,-34.307,6.402,0.731,-0.631,-0.226,-0.0067,-0.000
DATA,185364,-1.783,0.780,-22.051,8.970,1.321,0.973,0.000,-0.0029,-0.000
DATA,185384,-2.228,0.780,-12.661,10.529,1.886,0.677,0.662,0.0009,0.000
DATA,185404,-2.560,0.780,0.754,11.689,2.371,1.555,1.080,0.0042,0.000
DATA,185424,-2.512,0.780,19.900,11.522,2.638,1.986,2.041,0.0065,0.000
DATA,185444,-2.197,0.956,20.388,11.034,2.750,2.081,2.091,0.0084,0.176
DATA,185464,-1.821,0.956,21.546,9.719,2.795,2.419,1.902,0.0102,0.176
DATA,185484,-1.323,0.956,24.656,7.976,2.720,2.122,2.293,0.0117,0.176
DATA,185504,-0.983,0.956,25.815,6.784,2.600,2.487,2.295,0.0136,0.176
DATA,185524,-0.689,0.956,24.839,5.758,2.433,2.293,2.026,0.0150,0.176
DATA,185544,-0.469,0.956,31.912,4.985,2.238,2.111,2.336,0.0161,0.176
DATA,185564,-0.341,0.956,34.168,4.537,1.981,2.194,2.043,0.0166,0.176
DATA,185584,-0.243,0.956,27.339,4.195,1.708,1.791,1.862,0.0166,0.176
DATA,185604,0.072,0.956,23.497,3.094,1.369,1.253,1.433,0.0157,0.176
DATA,185624,0.211,0.956,34.290,2.608,1.049,1.320,1.368,0.0144,0.176
DATA,185644,0.695,0.956,17.949,0.911,0.631,0.684,1.240,0.0127,0.176
DATA,185664,0.611,0.956,10.022,1.207,0.461,0.378,0.470,0.0120,0.176
DATA,185684,0.780,0.956,16.485,0.616,0.173,0.378,0.281,0.0099,0.176
DATA,185704,1.039,0.780,23.741,-0.907,-0.215,0.322,0.201,0.0072,0.000
DATA,185724,1.431,0.780,31.302,-2.278,-0.765,0.000,0.156,0.0034,0.000
DATA,185744,2.040,0.780,36.729,-4.408,-1.476,0.000,0.000,-0.0012,-0.000
DATA,185764,2.474,0.604,32.705,-6.543,-2.294,-1.264,-1.517,-0.0077,-0.176
DATA,185784,3.263,0.604,21.729,-9.305,-3.063,-1.222,-1.576,-0.0136,-0.176
DATA,185804,3.479,0.604,-1.320,-10.060,-3.578,-2.525,-2.401,-0.0181,-0.176
DATA,185824,3.578,0.604,-14.246,-10.409,-3.937,-3.017,-2.774,-0.0222,-0.176
DATA,185844,3.282,0.428,-29.673,-9.987,-4.079,-3.398,-3.492,-0.0251,-0.352
DATA,185864,2.868,0.428,-35.344,-8.539,-4.049,-3.511,-3.353,-0.0273,-0.352
DATA,185884,2.341,0.428,-36.868,-6.692,-3.922,-3.721,-3.609,-0.0293,-0.352
DATA,185904,1.848,0.428,-38.332,-4.970,-3.704,-3.353,-3.543,-0.0309,-0.352
DATA,185924,1.691,0.428,-42.234,-4.418,-3.425,-3.332,-3.214,-0.0320,-0.352
DATA,185944,1.234,0.428,-44.795,-2.820,-3.070,-3.236,-3.063,-0.0323,-0.352
DATA,185964,0.610,0.428,-40.283,-0.634,-2.621,-3.002,-2.824,-0.0319,-0.352
DATA,185984,-0.129,0.428,-41.807,1.951,-2.068,-2.549,-2.497,-0.0307,-0.352
DATA,186004,-0.997,0.428,-47.356,4.989,-1.338,-1.903,-1.614,-0.0278,-0.352
DATA,186024,-1.929,0.428,-14.246,8.253,-0.580,-0.941,-1.360,-0.0251,-0.352
DATA,186044,-1.476,0.428,29.961,6.665,-0.606,-0.739,-0.596,-0.0282,-0.352
DATA,186064,-0.675,0.428,27.461,3.862,-0.841,-0.361,-0.323,-0.0308,-0.352
DATA,186084,0.046,0.428,13.863,1.337,-1.075,-1.997,-1.319,-0.0326,-0.352
DATA,186104,0.030,0.428,-17.539,1.395,-0.961,-0.826,-1.441,-0.0329,-0.352
DATA,186124,-0.180,0.428,-17.600,2.129,-0.691,-1.149,-0.577,-0.0306,-0.352
DATA,186144,0.023,0.428,5.144,1.419,-0.692,-0.973,-0.315,-0.0304,-0.352
DATA,186164,0.251,0.428,-4.003,0.622,-0.678,-0.407,-0.217,-0.0289,-0.352
DATA,186184,-0.015,0.428,-32.966,1.552,-0.347,-1.053,-1.387,-0.0252,-0.352
DATA,186204,-0.800,0.604,-40.222,4.915,0.290,-0.859,-0.759,-0.0211,-0.176
DATA,186224,-1.385,0.604,-14.246,6.961,0.888,0.000,-0.364,-0.0170,-0.176
DATA,186244,-1.758,0.604,-11.198,8.268,1.393,0.000,0.000,-0.0138,-0.176
DATA,186264,-1.874,0.604,2.095,8.672,1.797,1.385,0.998,-0.0100,-0.176
DATA,186284,-2.300,0.780,-14.795,10.781,2.342,0.851,0.716,-0.0052,-0.000
DATA,186304,-2.387,0.780,30.388,11.084,2.580,2.194,2.503,-0.0021,-0.000
DATA,186324,-2.252,0.780,20.936,10.612,2.668,1.845,2.037,0.0003,0.000
DATA,186344,-1.946,0.780,30.388,9.542,2.643,2.207,2.353,0.0021,0.000
DATA,186364,-1.394,0.780,26.302,7.610,2.519,1.952,2.066,0.0035,0.000
DATA,186384,-0.768,0.780,28.680,5.418,2.330,2.123,2.251,0.0052,0.000
DATA,186404,-0.232,0.780,18.558,3.542,2.156,2.336,1.956,0.0074,0.000
DATA,186424,0.378,0.956,13.010,2.021,1.919,2.132,1.891,0.0095,0.176
DATA,186444,0.385,0.956,-0.771,1.999,1.895,1.756,1.976,0.0134,0.176
DATA,186464,0.108,0.956,-0.222,2.967,1.911,1.794,1.850,0.0169,0.176
DATA,186484,-0.148,0.956,0.510,3.863,1.928,2.206,1.845,0.0197,0.176
DATA,186504,-0.140,0.956,9.717,3.837,1.875,1.617,1.846,0.0215,0.176
DATA,186524,-0.208,1.132,11.363,4.687,1.883,1.497,1.535,0.0235,0.352
DATA,186544,-0.111,1.132,8.193,4.350,1.792,1.844,1.773,0.0247,0.352
DATA,186564,0.009,1.132,11.546,3.929,1.677,1.791,1.663,0.0252,0.352
DATA,186584,0.119,1.132,17.461,3.544,1.554,1.647,1.562,0.0260,0.352
DATA,186604,0.421,1.132,10.693,2.487,1.337,1.720,1.317,0.0258,0.352
DATA,186624,0.287,1.132,12.705,2.956,1.250,0.938,1.513,0.0261,0.352
DATA,186644,0.291,1.132,19.351,2.943,1.103,1.702,1.092,0.0261,0.352
DATA,186664,0.436,1.132,28.132,2.435,0.790,0.702,1.178,0.0237,0.352
DATA,186684,0.554,1.132,4.229,2.022,0.600,0.731,0.802,0.0226,0.352
DATA,186704,0.400,1.132,10.510,2.559,0.587,1.143,0.373,0.0230,0.352
DATA,186724,0.598,0.956,13.436,1.253,0.356,0.561,0.243,0.0208,0.176
DATA,186744,0.660,0.956,12.949,1.034,0.154,0.311,0.180,0.0185,0.176
DATA,186764,0.949,0.956,18.924,0.024,-0.157,0.215,0.143,0.0155,0.176
DATA,186784,1.376,0.956,24.107,-1.471,-0.601,0.165,0.119,0.0119,0.176
DATA,186804,1.970,0.956,26.851,-3.549,-1.168,0.000,0.102,0.0081,0.176
DATA,186824,2.738,0.780,26.973,-6.853,-1.882,-0.958,0.000,0.0032,0.000
DATA,186844,3.282,0.780,16.119,-8.757,-2.576,-1.035,-1.288,-0.0027,-0.000
DATA,186864,3.264,0.780,-21.442,-8.693,-2.890,-2.323,-1.877,-0.0051,-0.000
DATA,186884,2.875,0.780,-27.173,-7.333,-2.970,-2.322,-2.512,-0.0069,-0.000
DATA,186904,2.362,0.604,-31.990,-6.152,-2.919,-2.422,-2.302,-0.0083,-0.176
DATA,186924,1.841,0.604,-35.405,-4.329,-2.829,-2.489,-2.403,-0.0100,-0.176
DATA,186944,1.385,0.604,-25.283,-2.732,-2.647,-2.488,-2.371,-0.0117,-0.176
DATA,186964,0.937,0.604,-30.832,-1.166,-2.410,-2.545,-2.124,-0.0131,-0.176
DATA,186984,0.688,0.604,-27.783,-0.295,-2.105,-2.310,-2.015,-0.0139,-0.176
DATA,187004,0.489,0.604,-20.283,0.405,-1.779,-1.986,-1.785,-0.0141,-0.176
DATA,187024,0.612,0.604,-15.466,-0.026,-1.623,-1.420,-1.995,-0.0151,-0.176
DATA,187044,0.829,0.604,-33.820,-0.786,-1.462,-1.789,-1.175,-0.0155,-0.176
DATA,187064,0.442,0.604,-31.015,0.568,-1.090,-1.182,-1.380,-0.0135,-0.176
DATA,187084,-0.185,0.604,-32.417,2.763,-0.587,-1.280,-0.727,-0.0111,-0.176
DATA,187104,-0.720,0.604,-20.222,4.633,-0.146,-0.632,-0.358,-0.0090,-0.176
DATA,187124,-0.942,0.780,-14.185,6.028,0.234,-0.331,-0.236,-0.0071,-0.000
DATA,187144,-1.111,0.780,-19.856,6.618,0.665,-0.225,-0.177,-0.0050,-0.000
DATA,187164,-1.485,0.780,-22.051,7.929,1.204,0.000,-0.141,-0.0022,-0.000
DATA,187184,-1.754,0.780,-8.759,8.871,1.726,0.985,1.119,0.0013,0.000
DATA,187204,-1.875,0.780,-23.698,9.293,2.201,0.756,1.126,0.0053,0.000
DATA,187224,-2.144,0.956,12.949,10.849,2.651,2.412,2.074,0.0092,0.176
DATA,187244,-2.030,0.956,7.705,10.449,2.842,2.283,2.131,0.0124,0.176
DATA,187264,-2.153,0.956,12.705,10.882,3.075,2.504,2.462,0.0159,0.176
DATA,187284,-2.163,0.956,21.912,10.915,3.166,2.960,2.855,0.0184,0.176
DATA,187304,-1.875,0.956,20.815,9.906,3.148,3.036,2.500,0.0202,0.176
DATA,187324,-1.487,0.956,28.376,8.549,3.060,2.831,2.791,0.0218,0.176
DATA,187344,-1.154,1.132,25.022,8.001,2.915,2.863,2.702,0.0234,0.352
DATA,187364,-0.839,1.132,28.132,6.898,2.714,2.703,2.701,0.0245,0.352
DATA,187384,-0.612,1.132,28.010,6.104,2.441,2.339,2.505,0.0249,0.352
DATA,187404,-0.344,1.132,32.949,5.166,2.105,2.204,2.414,0.0246,0.352
DATA,187424,-0.054,1.132,30.266,4.149,1.728,1.988,1.737,0.0234,0.352
DATA,187444,0.241,0.956,30.632,2.503,1.311,1.775,1.667,0.0218,0.176
DATA,187464,0.681,0.956,34.961,0.962,0.819,0.846,1.363,0.0192,0.176
DATA,187484,1.004,0.956,13.741,-0.168,0.418,0.707,1.119,0.0172,0.176
DATA,187504,1.056,0.956,13.193,-0.350,0.125,0.381,0.443,0.0157,0.176
DATA,187524,1.281,0.956,23.376,-1.139,-0.294,0.247,0.271,0.0126,0.176
DATA,187544,1.727,0.956,32.888,-2.698,-0.887,0.000,0.196,0.0084,0.176
DATA,187564,2.443,0.780,39.778,-5.820,-1.686,-0.712,0.000,0.0030,0.000
DATA,187584,3.093,0.780,26.058,-8.095,-2.529,-1.093,-1.591,-0.0038,-0.000
DATA,187604,3.710,0.604,3.375,-10.869,-3.273,-2.215,-1.824,-0.0095,-0.176
DATA,187624,3.776,0.604,-9.734,-11.102,-3.759,-2.762,-2.763,-0.0143,-0.176
DATA,187644,3.629,0.604,-21.686,-10.587,-4.081,-3.227,-3.184,-0.0186,-0.176
DATA,187664,3.325,0.604,-35.588,-9.524,-4.180,-3.459,-3.502,-0.0217,-0.176
DATA,187684,2.904,0.428,-36.442,-8.663,-4.169,-3.763,-3.756,-0.0247,-0.352
DATA,187704,2.278,0.428,-36.015,-6.472,-4.015,-3.731,-3.538,-0.0269,-0.352
DATA,187724,1.902,0.428,-40.405,-5.156,-3.807,-3.541,-3.769,-0.0290,-0.352
DATA,187744,1.527,0.428,-37.539,-3.846,-3.502,-3.511,-3.372,-0.0305,-0.352
DATA,187764,1.204,0.428,-42.173,-2.715,-3.151,-3.288,-3.137,-0.0312,-0.352
DATA,187784,0.561,0.428,-38.637,-0.465,-2.707,-2.798,-2.859,-0.0311,-0.352
DATA,187804,-0.210,0.428,-40.832,2.233,-2.164,-2.454,-2.558,-0.0302,-0.352
DATA,187824,-1.090,0.428,-42.600,5.314,-1.428,-2.015,-1.702,-0.0278,-0.352
DATA,187844,-1.477,0.428,-13.332,6.668,-0.851,-1.420,-1.428,-0.0267,-0.352
DATA,187864,-0.883,0.428,27.888,4.589,-0.898,-0.678,-0.794,-0.0296,-0.352
DATA,187884,-0.081,0.428,13.558,1.783,-1.082,-0.400,-1.569,-0.0315,-0.352
DATA,187904,0.101,0.428,-26.259,1.147,-0.954,-1.500,-1.216,-0.0314,-0.352
DATA,187924,-0.173,0.428,0.815,2.106,-0.711,-0.620,-0.465,-0.0288,-0.352
DATA,187944,0.001,0.428,-9.368,1.497,-0.629,-0.834,-1.184,-0.0277,-0.352
DATA,187964,-0.152,0.428,-16.807,2.031,-0.411,-0.710,-0.874,-0.0268,-0.352
DATA,187984,-0.341,0.428,-22.844,2.693,-0.068,-0.352,-0.389,-0.0234,-0.352
DATA,188004,-0.680,0.604,-12.844,4.496,0.294,-0.235,-0.250,-0.0201,-0.176
DATA,188024,-1.094,0.604,-25.893,5.944,0.782,-0.176,-0.184,-0.0161,-0.176
DATA,188044,-1.673,0.604,-25.344,7.969,1.383,0.000,-0.146,-0.0119,-0.176
DATA,188064,-2.105,0.780,6.363,10.099,1.896,1.664,1.374,-0.0071,-0.000
DATA,188084,-2.300,0.780,-10.771,10.779,2.299,0.791,1.277,-0.0032,-0.000
DATA,188104,-2.542,0.780,18.254,11.627,2.695,1.784,1.919,0.0011,0.000
DATA,188124,-2.536,0.780,20.083,11.605,2.900,2.032,2.320,0.0041,0.000
DATA,188144,-2.133,0.780,31.424,10.194,2.951,2.377,2.456,0.0062,0.000
DATA,188164,-1.578,0.956,30.997,8.867,2.886,2.286,2.573,0.0081,0.176
DATA,188184,-0.930,0.956,27.888,6.600,2.759,2.472,2.747,0.0105,0.176
DATA,188204,-0.417,0.956,16.546,4.804,2.629,2.544,2.613,0.0134,0.176
DATA,188224,-0.235,0.956,12.217,4.168,2.532,2.486,2.440,0.0167,0.176
DATA,188244,-0.292,0.956,4.778,4.368,2.501,2.291,2.377,0.0202,0.176
DATA,188264,-0.470,1.132,12.217,5.605,2.487,2.536,2.531,0.0233,0.352
DATA,188284,-0.454,1.132,7.217,5.548,2.450,2.485,2.119,0.0257,0.352
DATA,188304,-0.373,1.132,10.754,5.267,2.373,2.462,2.304,0.0277,0.352
DATA,188324,-0.155,1.132,10.266,4.501,2.251,2.295,2.206,0.0291,0.352
DATA,188344,-0.135,1.132,16.546,4.434,2.155,2.175,1.999,0.0306,0.352
DATA,188364,0.011,1.132,23.741,3.923,1.970,2.099,2.279,0.0313,0.352
DATA,188384,0.036,1.132,16.241,3.835,1.810,1.919,1.898,0.0318,0.352
DATA,188404,-0.020,1.132,24.229,4.032,1.608,1.985,1.602,0.0314,0.352
DATA,188424,0.251,1.132,19.107,3.081,1.296,1.430,1.423,0.0298,0.352
DATA,188444,0.272,1.132,23.863,3.008,1.081,1.261,0.992,0.0285,0.352
DATA,188464,0.544,1.132,24.351,2.056,0.716,0.711,1.246,0.0257,0.352
DATA,188484,0.970,1.132,30.266,0.565,0.271,0.967,0.599,0.0226,0.352
DATA,188504,1.137,0.956,15.510,-0.634,-0.095,0.406,0.323,0.0198,0.176
DATA,188524,1.395,0.956,25.144,-1.538,-0.557,0.257,0.221,0.0161,0.176
DATA,188544,1.887,0.956,32.583,-3.259,-1.170,0.188,0.168,0.0116,0.176
DATA,188564,2.558,0.780,24.229,-6.222,-1.912,-1.440,-0.992,0.0056,0.000
DATA,188584,3.047,0.780,29.229,-7.935,-2.624,-1.318,-0.951,-0.0007,-0.000
DATA,188604,3.754,0.780,7.522,-10.409,-3.343,-2.355,-2.275,-0.0068,-0.000
DATA,188624,3.890,0.604,-11.015,-11.502,-3.796,-2.889,-2.753,-0.0117,-0.176
DATA,188644,3.552,0.604,-29.125,-10.317,-3.989,-3.295,-3.115,-0.0151,-0.176
DATA,188664,3.002,0.604,-35.527,-8.392,-4.001,-3.480,-3.413,-0.0181,-0.176
DATA,188684,2.406,0.604,-39.429,-6.305,-3.879,-3.417,-3.418,-0.0205,-0.176
DATA,188704,1.998,0.428,-35.710,-5.495,-3.720,-3.606,-3.594,-0.0232,-0.352
DATA,188724,1.680,0.428,-38.149,-4.380,-3.464,-3.313,-3.320,-0.0250,-0.352
DATA,188744,1.537,0.428,-35.954,-3.878,-3.209,-3.287,-3.215,-0.0267,-0.352
DATA,188764,1.088,0.428,-39.368,-2.309,-2.852,-3.186,-3.030,-0.0272,-0.352
DATA,188784,0.417,0.428,-37.478,0.039,-2.426,-2.802,-2.667,-0.0272,-0.352
DATA,188804,-0.401,0.428,-41.746,2.904,-1.856,-2.410,-2.392,-0.0261,-0.352
DATA,188824,-0.889,0.428,-30.771,4.609,-1.198,-1.629,-1.727,-0.0240,-0.352
DATA,188844,-1.264,0.428,13.010,5.922,-0.887,-1.435,-1.293,-0.0250,-0.352
DATA,188864,-0.397,0.428,23.924,2.889,-1.114,-0.513,-0.954,-0.0285,-0.352
DATA,188884,0.454,0.428,-10.771,-0.090,-1.241,-1.741,-1.380,-0.0305,-0.352
DATA,188904,0.058,0.428,-25.954,1.296,-0.904,-0.868,-0.688,-0.0277,-0.352
DATA,188924,-0.061,0.428,-11.503,1.713,-0.699,-0.905,-1.500,-0.0263,-0.352
DATA,188944,-0.276,0.428,-8.942,2.465,-0.507,-0.819,-0.692,-0.0258,-0.352
DATA,188964,-0.311,0.428,-9.673,2.588,-0.321,-0.637,-0.347,-0.0242,-0.352
DATA,188984,-0.360,0.604,-6.746,3.375,-0.144,-0.334,-0.232,-0.0223,-0.176
DATA,189004,-0.549,0.604,-14.612,4.037,0.141,-0.226,-0.174,-0.0194,-0.176
DATA,189024,-0.877,0.604,-21.259,5.185,0.544,-0.171,-0.140,-0.0159,-0.176
DATA,189044,-1.389,0.604,-26.442,6.975,1.097,0.000,-0.116,-0.0118,-0.176
DATA,189064,-1.983,0.604,-13.149,9.055,1.696,0.675,0.000,-0.0079,-0.176
DATA,189084,-1.847,0.780,4.168,9.196,1.969,1.274,1.318,-0.0050,-0.000
DATA,189104,-2.193,0.780,4.046,10.407,2.398,1.319,1.485,-0.0007,-0.000
DATA,189124,-2.329,0.780,19.290,10.880,2.628,1.995,1.892,0.0021,0.000
DATA,189144,-2.256,0.780,22.156,10.625,2.756,2.161,2.129,0.0046,0.000
DATA,189164,-1.841,0.780,27.949,9.175,2.735,2.315,2.215,0.0063,0.000
DATA,189184,-1.179,0.956,30.936,7.472,2.606,2.472,2.353,0.0078,0.176
DATA,189204,-0.555,0.956,26.119,5.287,2.419,1.948,2.533,0.0098,0.176
DATA,189224,-0.006,0.956,17.156,3.368,2.240,2.266,2.314,0.0120,0.176
DATA,189244,0.225,0.956,5.266,2.557,2.128,2.195,2.096,0.0153,0.176
DATA,189264,0.157,0.956,1.180,2.795,2.057,2.110,1.880,0.0183,0.176
DATA,189284,-0.133,0.956,3.863,3.810,2.063,2.069,1.990,0.0212,0.176
DATA,189304,-0.186,1.132,14.290,4.611,1.994,1.872,1.974,0.0231,0.352
DATA,189324,-0.460,1.132,10.144,5.571,2.030,1.995,1.641,0.0252,0.352
DATA,189344,-0.519,1.132,10.571,5.777,1.987,2.155,1.935,0.0265,0.352
DATA,189364,-0.286,1.132,14.412,4.961,1.872,1.972,1.839,0.0270,0.352
DATA,189384,-0.111,1.132,18.132,4.350,1.790,1.761,1.897,0.0281,0.352
DATA,189404,0.062,1.132,13.315,3.745,1.640,1.867,1.705,0.0284,0.352
DATA,189424,0.362,1.132,13.985,2.694,1.385,1.515,1.538,0.0278,0.352
DATA,189444,0.354,1.132,14.168,2.722,1.227,1.293,1.383,0.0278,0.352
DATA,189464,0.347,1.132,13.010,2.745,1.034,1.578,1.322,0.0269,0.352
DATA,189484,0.719,1.132,36.302,1.444,0.616,1.056,1.110,0.0240,0.352
DATA,189504,1.078,0.956,5.875,-0.426,0.225,0.421,0.693,0.0215,0.176
DATA,189524,0.900,0.956,9.046,0.194,0.056,0.263,0.348,0.0202,0.176
DATA,189544,1.013,0.956,17.156,-0.202,-0.241,0.191,0.233,0.0174,0.176
DATA,189564,1.340,0.956,24.961,-1.343,-0.680,0.150,0.175,0.0138,0.176
DATA,189584,1.993,0.956,26.424,-3.630,-1.273,0.124,0.140,0.0096,0.176
DATA,189604,2.371,0.780,3.985,-5.570,-1.739,-1.276,-1.416,0.0058,0.000
DATA,189624,2.703,0.780,28.193,-6.730,-2.306,-0.989,-1.209,0.0003,0.000
DATA,189644,3.227,0.780,-6.746,-8.566,-2.860,-2.517,-1.867,-0.0045,-0.000
DATA,189664,3.248,0.604,-18.149,-9.253,-3.110,-2.472,-2.156,-0.0077,-0.176
DATA,189684,2.922,0.604,-28.698,-8.114,-3.212,-2.750,-2.704,-0.0101,-0.176
DATA,189704,2.431,0.604,-32.905,-6.394,-3.155,-2.843,-2.613,-0.0120,-0.176
DATA,189724,1.840,0.604,-26.320,-4.326,-2.996,-2.821,-2.552,-0.0138,-0.176
DATA,189744,1.511,0.604,-31.686,-3.174,-2.828,-2.563,-2.549,-0.0156,-0.176
DATA,189764,1.182,0.604,-37.295,-2.021,-2.554,-2.583,-2.488,-0.0167,-0.176
DATA,189784,1.031,0.604,-28.149,-1.495,-2.295,-2.322,-2.185,-0.0177,-0.176
DATA,189804,0.931,0.604,-35.344,-1.145,-2.060,-2.269,-2.007,-0.0183,-0.176
DATA,189824,0.488,0.604,-29.795,0.408,-1.677,-2.183,-2.005,-0.0176,-0.176
DATA,189844,0.021,0.604,-28.576,2.040,-1.259,-1.358,-1.257,-0.0163,-0.176
DATA,189864,-0.477,0.604,-29.673,3.785,-0.792,-1.582,-1.287,-0.0147,-0.176
DATA,189884,-0.942,0.604,-23.027,5.414,-0.286,-0.962,-0.674,-0.0129,-0.176
DATA,189904,-1.328,0.604,1.973,6.762,0.045,-0.466,0.000,-0.0122,-0.176
DATA,189924,-1.322,0.604,-1.746,6.741,0.301,-0.280,0.000,-0.0114,-0.176
DATA,189944,-1.344,0.604,-3.637,6.820,0.562,-0.200,0.000,-0.0105,-0.176
DATA,189964,-1.415,0.604,-4.795,7.067,0.865,0.000,0.000,-0.0092,-0.176
DATA,189984,-1.505,0.604,5.022,7.382,1.129,0.414,0.000,-0.0083,-0.176
DATA,190004,-1.218,0.604,14.229,6.379,1.192,1.078,1.153,-0.0082,-0.176
