type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,21924,0.949462,0.300000,-7.273054,-2.273115,-2.104971,-1.682581,-1.582855,-0.016638,0.000000,286
DATA,21994,0.400382,0.300000,-18.370625,-0.351335,-1.739958,-1.888787,-1.780637,-0.021687,0.000000,287
DATA,22064,0.397311,0.300000,-15.199891,-0.340589,-1.352152,-1.690508,-1.725952,-0.024732,0.000000,288
DATA,22134,0.608303,0.300000,0.470854,-1.079060,-1.248053,-0.482936,-0.702546,-0.026105,0.000000,289
DATA,22204,0.124192,0.300000,5.105004,0.615329,-0.556800,-0.310096,-0.278893,-0.022565,0.000000,290
DATA,22274,-0.944913,0.300000,1.141586,4.357196,0.739376,-0.331180,0.000000,-0.013212,0.000000,291
DATA,22344,-1.348969,0.300000,-15.016963,5.771394,1.620401,0.311442,0.271160,-0.004534,0.000000,292
DATA,22414,-0.948045,0.300000,-25.626728,4.368159,1.766131,1.111078,1.540852,0.002731,0.000000,293
DATA,22484,-0.506830,0.300000,0.226951,2.823905,1.908010,1.403613,1.976278,0.012030,0.000000,294
DATA,22554,-0.414874,0.300000,4.861102,2.502059,1.616952,1.186839,1.639028,0.017112,0.000000,295
DATA,22624,-0.901393,0.300000,17.605013,4.204878,1.899563,2.106265,2.192389,0.024746,0.000000,296
DATA,22694,-0.172452,0.300000,13.641596,1.653584,1.333944,1.448657,2.200664,0.025778,0.000000,297
DATA,22764,0.108440,0.300000,-3.187685,0.670460,0.789401,0.399681,0.629907,0.024219,0.000000,298
DATA,22834,1.516555,0.300000,17.605013,-4.257941,-0.970364,0.000000,0.000000,0.012745,0.000000,299
DATA,22904,1.658809,0.300000,-34.651127,-4.755830,-2.059109,-2.155912,-2.490926,0.002595,0.000000,300
DATA,22974,1.431586,0.300000,-22.760872,-3.960550,-2.373257,-1.987787,-1.739252,-0.008043,0.000000,301
DATA,23044,1.020943,0.300000,-10.016959,-2.523299,-2.210623,-2.253466,-1.892107,-0.016984,0.000000,302
DATA,23114,0.414180,0.300000,-10.016959,-0.399630,-1.794625,-1.727444,-1.993735,-0.023040,0.000000,303
DATA,23184,0.311662,0.300000,-9.712081,-0.040818,-1.438494,-1.648878,-1.434549,-0.026844,0.000000,304
DATA,23254,0.129944,0.300000,-22.029165,0.595197,-1.023620,-1.257438,-1.392440,-0.026807,0.000000,305
DATA,23324,-0.194839,0.300000,-20.199894,1.731937,-0.647065,-1.261064,-0.533838,-0.024438,0.000000,306
DATA,23394,-0.419539,0.300000,-4.041345,2.518388,0.079181,-0.198717,-0.206493,-0.019087,0.000000,307
DATA,23464,-1.163397,0.300000,-9.651106,5.121889,1.104443,0.000000,0.000000,-0.011477,0.000000,308
DATA,23534,-1.239889,0.300000,20.044039,5.389611,1.829707,1.329346,1.743152,-0.001592,0.000000,309
DATA,23604,-1.031300,0.300000,-8.980372,4.659551,2.074118,1.381580,1.297906,0.008582,0.000000,310
DATA,23674,-0.671871,0.300000,8.092812,3.401550,1.857970,1.564102,1.733006,0.015468,0.000000,311
DATA,23744,0.310766,0.300000,3.214759,-0.037679,1.382252,1.792267,1.348952,0.019341,0.000000,312
DATA,23814,-0.054395,0.300000,6.629395,1.240384,1.493551,1.889297,1.882435,0.026088,0.000000,313
DATA,23884,0.210443,0.300000,29.190388,0.313449,1.164011,1.769603,1.166849,0.027781,0.000000,314
DATA,23954,0.155240,0.300000,35.470879,0.506659,0.460830,0.775808,1.316961,0.024433,0.000000,315
DATA,24024,0.249364,0.300000,7.848908,0.177226,0.061478,0.158729,0.670437,0.019860,0.000000,316
DATA,24094,1.368065,0.300000,24.373312,-3.738226,-1.289605,0.088485,0.000000,0.008855,0.000000,317
DATA,24164,1.479221,0.300000,-29.895023,-4.127272,-2.451545,-2.159571,-2.361462,-0.004208,0.000000,318
DATA,24234,1.376346,0.300000,-11.236472,-3.767212,-2.433413,-2.604508,-2.111031,-0.014606,0.000000,319
